,pointID,Geographic Area Name,Population,cdtaname,boroname_left,cdta2020,geoid,Demand,lon,lat,coordinates,OSMID,OSM_lon,OSM_lat,geometry
210,210,"Block 2002, Block Group 2, Census Tract 41, Kings County, New York",294,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041002002,7,-73.98698950799306,40.685764575313996,"(40.685764575313996,-73.98698950799306)",42527868,-73.9882803,40.6858713,POINT (-73.9882803 40.6858713)
211,211,"Block 2002, Block Group 2, Census Tract 41, Kings County, New York",294,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470041002002,7,-73.98698950799306,40.685764575313996,"(40.685764575313996,-73.98698950799306)",42527868,-73.9882803,40.6858713,POINT (-73.9882803 40.6858713)
212,212,"Block 3000, Block Group 3, Census Tract 41, Kings County, New York",308,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003000,7,-73.98395986174572,40.68619029777393,"(40.68619029777393,-73.98395986174572)",42529935,-73.983092,40.685451,POINT (-73.983092 40.685451)
213,213,"Block 3001, Block Group 3, Census Tract 41, Kings County, New York",338,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003001,8,-73.984390738547,40.68555579635788,"(40.68555579635788,-73.984390738547)",42466468,-73.985259,40.686294,POINT (-73.985259 40.686294)
214,214,"Block 3002, Block Group 3, Census Tract 41, Kings County, New York",311,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003002,7,-73.98482044644257,40.684920297903275,"(40.684920297903275,-73.98482044644257)",42466491,-73.9861154,40.6850247,POINT (-73.9861154 40.6850247)
215,215,"Block 3002, Block Group 3, Census Tract 41, Kings County, New York",311,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470041003002,7,-73.98482044644257,40.684920297903275,"(40.684920297903275,-73.98482044644257)",42466491,-73.9861154,40.6850247,POINT (-73.9861154 40.6850247)
216,216,"Block 2000, Block Group 2, Census Tract 43, Kings County, New York",654,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002000,14,-73.9874354707908,40.68913189306657,"(40.68913189306657,-73.9874354707908)",42492213,-73.9882859,40.6898629,POINT (-73.98828589999999 40.6898629)
217,217,"Block 2001, Block Group 2, Census Tract 43, Kings County, New York",187,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002001,4,-73.98919329809932,40.68978675217657,"(40.68978675217657,-73.98919329809932)",42492216,-73.988722,40.689246,POINT (-73.988722 40.689246)
218,218,"Block 2002, Block Group 2, Census Tract 43, Kings County, New York",378,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002002,9,-73.98786803266198,40.68851190395094,"(40.68851190395094,-73.98786803266198)",42492216,-73.988722,40.689246,POINT (-73.988722 40.689246)
219,219,"Block 3000, Block Group 3, Census Tract 43, Kings County, New York",322,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003000,7,-73.98830702580608,40.687882476732455,"(40.687882476732455,-73.98830702580608)",42492219,-73.989168,40.688615,POINT (-73.98916800000001 40.688615)
220,220,"Block 3001, Block Group 3, Census Tract 43, Kings County, New York",64,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003001,2,-73.98790631836485,40.686926227133284,"(40.686926227133284,-73.98790631836485)",42527865,-73.987429,40.687138,POINT (-73.98742900000001 40.687138)
221,221,"Block 3002, Block Group 3, Census Tract 43, Kings County, New York",105,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003002,3,-73.98890466210352,40.68731901672212,"(40.68731901672212,-73.98890466210352)",42492231,-73.990035,40.687365,POINT (-73.99003500000001 40.687365)
222,222,"Block 3003, Block Group 3, Census Tract 43, Kings County, New York",444,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003003,10,-73.98914489259555,40.68660862119949,"(40.68660862119949,-73.98914489259555)",42524883,-73.987859,40.686504,POINT (-73.987859 40.686504)
223,223,"Block 3003, Block Group 3, Census Tract 43, Kings County, New York",444,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043003003,10,-73.98914489259555,40.68660862119949,"(40.68660862119949,-73.98914489259555)",42524883,-73.987859,40.686504,POINT (-73.987859 40.686504)
224,224,"Block 4000, Block Group 4, Census Tract 43, Kings County, New York",197,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004000,5,-73.98987952023343,40.68828143673213,"(40.68828143673213,-73.98987952023343)",42492223,-73.989613,40.687992,POINT (-73.98961300000001 40.687992)
225,225,"Block 4001, Block Group 4, Census Tract 43, Kings County, New York",249,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004001,6,-73.99136364713866,40.68885389050838,"(40.68885389050838,-73.99136364713866)",42515835,-73.9910903,40.6885757,POINT (-73.9910903 40.6885757)
226,226,"Block 4001, Block Group 4, Census Tract 43, Kings County, New York",249,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004001,6,-73.99136364713866,40.68885389050838,"(40.68885389050838,-73.99136364713866)",42515835,-73.9910903,40.6885757,POINT (-73.9910903 40.6885757)
227,227,"Block 4002, Block Group 4, Census Tract 43, Kings County, New York",228,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004002,5,-73.99201378023454,40.68854522901303,"(40.68854522901303,-73.99201378023454)",42497612,-73.9929313,40.6885145,POINT (-73.9929313 40.6885145)
228,228,"Block 4002, Block Group 4, Census Tract 43, Kings County, New York",228,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004002,5,-73.99201378023454,40.68854522901303,"(40.68854522901303,-73.99201378023454)",42497612,-73.9929313,40.6885145,POINT (-73.9929313 40.6885145)
229,229,"Block 4003, Block Group 4, Census Tract 43, Kings County, New York",252,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004003,6,-73.9923945870293,40.687891427505335,"(40.687891427505335,-73.9923945870293)",42497624,-73.9932603,40.687828,POINT (-73.9932603 40.687828)
230,230,"Block 4003, Block Group 4, Census Tract 43, Kings County, New York",252,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004003,6,-73.9923945870293,40.687891427505335,"(40.687891427505335,-73.9923945870293)",42497624,-73.9932603,40.687828,POINT (-73.9932603 40.687828)
231,231,"Block 4004, Block Group 4, Census Tract 43, Kings County, New York",330,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004004,7,-73.99098754669407,40.6873395991002,"(40.6873395991002,-73.99098754669407)",42515844,-73.9919332,40.6873112,POINT (-73.99193320000001 40.6873112)
232,232,"Block 4005, Block Group 4, Census Tract 43, Kings County, New York",400,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004005,9,-73.99056056538342,40.687975120121486,"(40.687975120121486,-73.99056056538342)",42492223,-73.989613,40.687992,POINT (-73.98961300000001 40.687992)
233,233,"Block 1000, Block Group 1, Census Tract 45, Kings County, New York",246,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001000,6,-73.99352079737531,40.68963653171341,"(40.68963653171341,-73.99352079737531)",42497602,-73.9926197,40.6891601,POINT (-73.99261970000001 40.6891601)
234,234,"Block 1000, Block Group 1, Census Tract 45, Kings County, New York",246,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001000,6,-73.99352079737531,40.68963653171341,"(40.68963653171341,-73.99352079737531)",42497602,-73.9926197,40.6891601,POINT (-73.99261970000001 40.6891601)
235,235,"Block 1001, Block Group 1, Census Tract 45, Kings County, New York",360,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001001,8,-73.99545450213549,40.690171502945375,"(40.690171502945375,-73.99545450213549)",42519238,-73.996548,40.690104,POINT (-73.996548 40.690104)
236,236,"Block 1001, Block Group 1, Census Tract 45, Kings County, New York",360,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001001,8,-73.99545450213549,40.690171502945375,"(40.690171502945375,-73.99545450213549)",42519238,-73.996548,40.690104,POINT (-73.996548 40.690104)
237,237,"Block 1002, Block Group 1, Census Tract 45, Kings County, New York",233,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001002,5,-73.99577570044914,40.689507872625775,"(40.689507872625775,-73.99577570044914)",42519238,-73.996548,40.690104,POINT (-73.996548 40.690104)
238,238,"Block 1003, Block Group 1, Census Tract 45, Kings County, New York",354,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001003,8,-73.99384305767424,40.68897390616421,"(40.68897390616421,-73.99384305767424)",42497612,-73.9929313,40.6885145,POINT (-73.9929313 40.6885145)
239,239,"Block 1003, Block Group 1, Census Tract 45, Kings County, New York",354,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001003,8,-73.99384305767424,40.68897390616421,"(40.68897390616421,-73.99384305767424)",42497612,-73.9929313,40.6885145,POINT (-73.9929313 40.6885145)
240,240,"Block 2000, Block Group 2, Census Tract 45, Kings County, New York",234,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045002000,5,-73.99416909141596,40.688295472178744,"(40.688295472178744,-73.99416909141596)",42497624,-73.9932603,40.687828,POINT (-73.9932603 40.687828)
241,241,"Block 2000, Block Group 2, Census Tract 45, Kings County, New York",234,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045002000,5,-73.99416909141596,40.688295472178744,"(40.688295472178744,-73.99416909141596)",42497624,-73.9932603,40.687828,POINT (-73.9932603 40.687828)
242,242,"Block 2001, Block Group 2, Census Tract 45, Kings County, New York",273,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045002001,6,-73.99610175874228,40.68883196738238,"(40.68883196738238,-73.99610175874228)",42502658,-73.9950019,40.6889128,POINT (-73.99500190000001 40.6889128)
243,243,"Block 2002, Block Group 2, Census Tract 45, Kings County, New York",62,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045002002,2,-73.99636622900059,40.688355627079275,"(40.688355627079275,-73.99636622900059)",42482014,-73.997203,40.688749,POINT (-73.997203 40.688749)
244,244,"Block 2003, Block Group 2, Census Tract 45, Kings County, New York",196,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045002003,5,-73.99652992271334,40.68794215761034,"(40.68794215761034,-73.99652992271334)",42484034,-73.9975571,40.6880016,POINT (-73.99755709999999 40.6880016)
245,245,"Block 3000, Block Group 3, Census Tract 45, Kings County, New York",424,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045003000,9,-73.9945348382811,40.687537946292295,"(40.687537946292295,-73.9945348382811)",42497631,-73.9935999,40.6871258,POINT (-73.99359990000001 40.6871258)
246,246,"Block 3000, Block Group 3, Census Tract 45, Kings County, New York",424,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045003000,9,-73.9945348382811,40.687537946292295,"(40.687537946292295,-73.9945348382811)",42497631,-73.9935999,40.6871258,POINT (-73.99359990000001 40.6871258)
247,247,"Block 3001, Block Group 3, Census Tract 45, Kings County, New York",272,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045003001,6,-73.9949142746431,40.686754436619566,"(40.686754436619566,-73.9949142746431)",5540390266,-73.9939238,40.686456,POINT (-73.9939238 40.686456)
248,248,"Block 3001, Block Group 3, Census Tract 45, Kings County, New York",272,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045003001,6,-73.9949142746431,40.686754436619566,"(40.686754436619566,-73.9949142746431)",5540390266,-73.9939238,40.686456,POINT (-73.9939238 40.686456)
249,249,"Block 4000, Block Group 4, Census Tract 45, Kings County, New York",352,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045004000,8,-73.99680165406299,40.68737793093443,"(40.68737793093443,-73.99680165406299)",42519250,-73.997873,40.687358,POINT (-73.997873 40.687358)
250,250,"Block 4001, Block Group 4, Census Tract 45, Kings County, New York",105,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045004001,3,-73.99715065781979,40.68679104247357,"(40.68679104247357,-73.99715065781979)",42513496,-73.9972781,40.6863978,POINT (-73.9972781 40.6863978)
251,251,"Block 4002, Block Group 4, Census Tract 45, Kings County, New York",74,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045004002,2,-73.99668202113526,40.68632739157434,"(40.68632739157434,-73.99668202113526)",42502679,-73.996345,40.6860927,POINT (-73.99634500000001 40.6860927)
252,252,"Block 4003, Block Group 4, Census Tract 45, Kings County, New York",186,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045004003,4,-73.9946423604456,40.68610484628712,"(40.68610484628712,-73.9946423604456)",42497646,-73.9940894,40.6861136,POINT (-73.99408939999999 40.6861136)
253,253,"Block 4004, Block Group 4, Census Tract 45, Kings County, New York",105,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045004004,3,-73.99514077111183,40.685849424148145,"(40.685849424148145,-73.99514077111183)",42488209,-73.995386,40.685775,POINT (-73.995386 40.685775)
254,254,"Block 1000, Block Group 1, Census Tract 47, Kings County, New York",17,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470047001000,1,-73.99841596513278,40.690394232535034,"(40.690394232535034,-73.99841596513278)",42483509,-73.998095,40.6905202,POINT (-73.99809500000001 40.6905202)
255,255,"Block 1000, Block Group 1, Census Tract 47, Kings County, New York",17,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001000,1,-73.99841596513278,40.690394232535034,"(40.690394232535034,-73.99841596513278)",42483509,-73.998095,40.6905202,POINT (-73.99809500000001 40.6905202)
256,256,"Block 1003, Block Group 1, Census Tract 47, Kings County, New York",15,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470047001003,1,-74.00209906201944,40.68933813269305,"(40.68933813269305,-74.00209906201944)",435889387,-74.0008478,40.6890947,POINT (-74.0008478 40.6890947)
257,257,"Block 1003, Block Group 1, Census Tract 47, Kings County, New York",15,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001003,1,-74.00209906201944,40.68933813269305,"(40.68933813269305,-74.00209906201944)",435889387,-74.0008478,40.6890947,POINT (-74.0008478 40.6890947)
258,258,"Block 1004, Block Group 1, Census Tract 47, Kings County, New York",188,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001004,4,-74.00022483362605,40.687892361289684,"(40.687892361289684,-74.00022483362605)",42483426,-73.9997254,40.687973,POINT (-73.9997254 40.687973)
259,259,"Block 1005, Block Group 1, Census Tract 47, Kings County, New York",96,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001005,3,-74.00041009656968,40.68757051992863,"(40.68757051992863,-74.00041009656968)",42514168,-74.0005354,40.6874724,POINT (-74.0005354 40.6874724)
260,260,"Block 1006, Block Group 1, Census Tract 47, Kings County, New York",247,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001006,6,-73.99993974715656,40.68916898595617,"(40.68916898595617,-73.99993974715656)",42481993,-74.0004453,40.6896492,POINT (-74.0004453 40.6896492)
261,261,"Block 1007, Block Group 1, Census Tract 47, Kings County, New York",707,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001007,15,-74.00144998748766,40.68660653714609,"(40.68660653714609,-74.00144998748766)",42528857,-74.0023551,40.6857424,POINT (-74.0023551 40.6857424)
262,262,"Block 1008, Block Group 1, Census Tract 47, Kings County, New York",313,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001008,7,-74.00077667278687,40.686405110011094,"(40.686405110011094,-74.00077667278687)",42483414,-74.0000439,40.6873086,POINT (-74.00004389999999 40.6873086)
263,263,"Block 1015, Block Group 1, Census Tract 47, Kings County, New York",368,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470047001015,8,-74.0002488939522,40.688515199567874,"(40.688515199567874,-74.0002488939522)",42537098,-74.0010654,40.6884129,POINT (-74.0010654 40.6884129)
264,264,"Block 1000, Block Group 1, Census Tract 49, Kings County, New York",150,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470049001000,4,-73.99715967214743,40.69064642647614,"(40.69064642647614,-73.99715967214743)",42497773,-73.996233,40.690758,POINT (-73.996233 40.690758)
265,265,"Block 1000, Block Group 1, Census Tract 49, Kings County, New York",150,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049001000,4,-73.99715967214743,40.69064642647614,"(40.69064642647614,-73.99715967214743)",42497773,-73.996233,40.690758,POINT (-73.996233 40.690758)
266,266,"Block 1002, Block Group 1, Census Tract 49, Kings County, New York",228,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049001002,5,-73.99780767808242,40.68930490997215,"(40.68930490997215,-73.99780767808242)",42483514,-73.9984104,40.6898602,POINT (-73.9984104 40.6898602)
267,267,"Block 1003, Block Group 1, Census Tract 49, Kings County, New York",451,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049001003,10,-73.998136471468,40.68862372223112,"(40.68862372223112,-73.998136471468)",42482014,-73.997203,40.688749,POINT (-73.997203 40.688749)
268,268,"Block 2000, Block Group 2, Census Tract 49, Kings County, New York",121,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049002000,3,-73.99812393148235,40.687815743728216,"(40.687815743728216,-73.99812393148235)",42484034,-73.9975571,40.6880016,POINT (-73.99755709999999 40.6880016)
269,269,"Block 2001, Block Group 2, Census Tract 49, Kings County, New York",242,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049002001,6,-73.99887014229205,40.688056141878135,"(40.688056141878135,-73.99887014229205)",42483535,-73.9993968,40.6878582,POINT (-73.9993968 40.6878582)
270,270,"Block 2002, Block Group 2, Census Tract 49, Kings County, New York",257,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049002002,6,-73.99844553976146,40.6873476447813,"(40.6873476447813,-73.99844553976146)",42519250,-73.997873,40.687358,POINT (-73.997873 40.687358)
271,271,"Block 2003, Block Group 2, Census Tract 49, Kings County, New York",121,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049002003,3,-73.99879283053104,40.687021698294664,"(40.687021698294664,-73.99879283053104)",42490577,-73.9989348,40.6869431,POINT (-73.9989348 40.6869431)
272,272,"Block 3000, Block Group 3, Census Tract 49, Kings County, New York",399,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049003000,9,-73.99902104105712,40.68586806365293,"(40.68586806365293,-73.99902104105712)",42514188,-73.9981901,40.686698,POINT (-73.9981901 40.686698)
273,273,"Block 3001, Block Group 3, Census Tract 49, Kings County, New York",443,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470049003001,10,-73.99978936802913,40.68610099260759,"(40.68610099260759,-73.99978936802913)",42490577,-73.9989348,40.6869431,POINT (-73.9989348 40.6869431)
274,274,"Block 1002, Block Group 1, Census Tract 51, Kings County, New York",228,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051001002,5,-74.00178576595626,40.68518912439198,"(40.68518912439198,-74.00178576595626)",42528861,-74.0014902,40.6854886,POINT (-74.00149020000001 40.6854886)
275,275,"Block 1003, Block Group 1, Census Tract 51, Kings County, New York",87,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051001003,2,-74.00360557022988,40.68570044373477,"(40.68570044373477,-74.00360557022988)",42478093,-74.0048362,40.685662,POINT (-74.0048362 40.685662)
276,276,"Block 1004, Block Group 1, Census Tract 51, Kings County, New York",152,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051001004,4,-74.00393238048987,40.6850285637804,"(40.6850285637804,-74.00393238048987)",42486313,-74.0051553,40.684993,POINT (-74.0051553 40.684993)
277,277,"Block 1005, Block Group 1, Census Tract 51, Kings County, New York",252,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051001005,6,-74.00216827147491,40.684536498308745,"(40.684536498308745,-74.00216827147491)",42486316,-74.0030034,40.684387,POINT (-74.0030034 40.684387)
278,278,"Block 2003, Block Group 2, Census Tract 51, Kings County, New York",204,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051002003,5,-74.00249111155198,40.68386485655709,"(40.68386485655709,-74.00249111155198)",42515023,-74.0033255,40.6837175,POINT (-74.0033255 40.6837175)
279,279,"Block 2004, Block Group 2, Census Tract 51, Kings County, New York",241,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051002004,6,-74.00425420691835,40.68435835071809,"(40.68435835071809,-74.00425420691835)",42515022,-74.0054797,40.6843228,POINT (-74.0054797 40.6843228)
280,280,"Block 2005, Block Group 2, Census Tract 51, Kings County, New York",305,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051002005,7,-74.00457629663123,40.683688572069705,"(40.683688572069705,-74.00457629663123)",3853853838,-74.0058044,40.6836519,POINT (-74.0058044 40.6836519)
281,281,"Block 2006, Block Group 2, Census Tract 51, Kings County, New York",262,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051002006,6,-74.00281281937467,40.683196514995984,"(40.683196514995984,-74.00281281937467)",42515023,-74.0033255,40.6837175,POINT (-74.0033255 40.6837175)
282,282,"Block 3002, Block Group 3, Census Tract 51, Kings County, New York",37,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003002,1,-74.00298580796384,40.68112879976436,"(40.68112879976436,-74.00298580796384)",42483401,-74.002962,40.681334,POINT (-74.002962 40.681334)
283,283,"Block 3003, Block Group 3, Census Tract 51, Kings County, New York",269,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003003,6,-74.00346250912872,40.68185218278443,"(40.68185218278443,-74.00346250912872)",42483401,-74.002962,40.681334,POINT (-74.002962 40.681334)
284,284,"Block 3004, Block Group 3, Census Tract 51, Kings County, New York",198,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003004,5,-74.00313643570534,40.682522747391175,"(40.682522747391175,-74.00313643570534)",42488516,-74.0039713,40.6823752,POINT (-74.0039713 40.6823752)
285,285,"Block 3005, Block Group 3, Census Tract 51, Kings County, New York",244,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003005,6,-74.00472434415283,40.682954104379135,"(40.682954104379135,-74.00472434415283)",598228721,-74.0055977,40.6828272,POINT (-74.0055977 40.6828272)
286,286,"Block 3006, Block Group 3, Census Tract 51, Kings County, New York",63,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003006,2,-74.00463644778448,40.68214365423186,"(40.68214365423186,-74.00463644778448)",42478225,-74.0050288,40.6819089,POINT (-74.00502880000001 40.6819089)
287,287,"Block 3008, Block Group 3, Census Tract 51, Kings County, New York",116,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470051003008,3,-74.0037659569385,40.68124196302968,"(40.68124196302968,-74.0037659569385)",42478233,-74.004473,40.680993,POINT (-74.004473 40.680993)
288,288,"Block 1001, Block Group 1, Census Tract 53.01, Kings County, New York",24,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011001,1,-74.01396659117705,40.67947317231568,"(40.67947317231568,-74.01396659117705)",42524127,-74.0144115,40.6802395,POINT (-74.01441149999999 40.6802395)
289,289,"Block 1002, Block Group 1, Census Tract 53.01, Kings County, New York",31,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011002,1,-74.01459144111706,40.67894064743093,"(40.67894064743093,-74.01459144111706)",3154320975,-74.0156533,40.6791877,POINT (-74.0156533 40.6791877)
290,290,"Block 1003, Block Group 1, Census Tract 53.01, Kings County, New York",33,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011003,1,-74.01521601401535,40.67840798036018,"(40.67840798036018,-74.01521601401535)",3154320979,-74.0162815,40.6786557,POINT (-74.01628150000001 40.6786557)
291,291,"Block 1004, Block Group 1, Census Tract 53.01, Kings County, New York",66,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011004,2,-74.01584039603841,40.67787629545302,"(40.67787629545302,-74.01584039603841)",42487873,-74.014777,40.67763,POINT (-74.014777 40.67763)
292,292,"Block 1005, Block Group 1, Census Tract 53.01, Kings County, New York",143,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011005,4,-74.01447705079639,40.67694668071556,"(40.67694668071556,-74.01447705079639)",42471910,-74.015401,40.677098,POINT (-74.015401 40.677098)
293,293,"Block 1006, Block Group 1, Census Tract 53.01, Kings County, New York",113,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011006,3,-74.01385285406035,40.67747968267363,"(40.67747968267363,-74.01385285406035)",42487873,-74.014777,40.67763,POINT (-74.014777 40.67763)
294,294,"Block 1007, Block Group 1, Census Tract 53.01, Kings County, New York",126,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011007,3,-74.0132281679982,40.678012329597166,"(40.678012329597166,-74.0132281679982)",42518704,-74.0141485,40.678165,POINT (-74.0141485 40.678165)
295,295,"Block 1008, Block Group 1, Census Tract 53.01, Kings County, New York",95,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011008,3,-74.01260354465975,40.678543842451546,"(40.678543842451546,-74.01260354465975)",42524122,-74.0128943,40.6792204,POINT (-74.0128943 40.6792204)
296,296,"Block 1009, Block Group 1, Census Tract 53.01, Kings County, New York",47,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011009,1,-74.01197892724343,40.679075748582946,"(40.679075748582946,-74.01197892724343)",42464589,-74.0117,40.679365,POINT (-74.0117 40.679365)
297,297,"Block 1010, Block Group 1, Census Tract 53.01, Kings County, New York",95,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011010,3,-74.01061190271065,40.67814616387513,"(40.67814616387513,-74.01061190271065)",42469874,-74.009544,40.677898,POINT (-74.00954400000001 40.677898)
298,298,"Block 1011, Block Group 1, Census Tract 53.01, Kings County, New York",174,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470053011011,4,-74.01123713177606,40.67761494495586,"(40.67761494495586,-74.01123713177606)",8719252714,-74.0101808,40.6773577,POINT (-74.0101808 40.6773577)
